 	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
1193 	12/21/1994 	Ri¢hie Ri¢h 	$40,000,000 	$38,087,756 	$38,087,756
1194 	8/11/2000 	Autumn in New York 	$40,000,000 	$37,752,932 	$90,717,685
1195 	3/18/2011 	Paul 	$40,000,000 	$37,412,945 	$101,162,106
1196 	12/19/2012 	The Guilt Trip 	$40,000,000 	$37,134,216 	$37,134,216
1197 	8/26/2011 	Colombiana 	$40,000,000 	$36,665,856 	$72,295,264
1198 	2/26/1999 	8MM 	$40,000,000 	$36,443,442 	$96,398,826
1199 	2/18/2000 	Hanging Up 	$40,000,000 	$36,037,909 	$51,867,723
1200 	3/1/1991 	The Doors 	$40,000,000 	$34,416,893 	$34,416,893
1201 	8/20/1999 	Mickey Blue Eyes 	$40,000,000 	$33,864,344 	$53,864,344
1202 	10/20/2000 	Pay it Forward 	$40,000,000 	$33,508,922 	$55,696,705
1203 	4/8/2011 	Arthur 	$40,000,000 	$33,035,397 	$47,787,943
1204 	3/21/2008 	Drillbit Taylor 	$40,000,000 	$32,862,104 	$49,686,263
1205 	12/25/2011 	Extremely Loud and Incredibly Close 	$40,000,000 	$31,847,881 	$47,847,881
1206 	7/1/1994 	The Shadow 	$40,000,000 	$31,835,600 	$31,835,600
1207 	11/10/2010 	Morning Glory 	$40,000,000 	$31,011,732 	$59,795,070
1208 	11/9/2005 	Get Rich or Die Tryin' 	$40,000,000 	$30,981,850 	$46,437,122
1209 	8/25/2000 	The Art of War 	$40,000,000 	$30,199,105 	$30,199,105
1210 	12/25/2013 	Grudge Match 	$40,000,000 	$29,807,260 	$69,807,260
1211 	8/11/2000 	Bless the Child 	$40,000,000 	$29,374,178 	$40,435,694
1212 	11/23/2005 	Rent 	$40,000,000 	$29,077,548 	$31,670,621
1213 	4/2/1999 	The Out-of-Towners 	$40,000,000 	$28,544,120 	$28,544,120
1214 	8/23/1996 	The Island of Dr. Moreau 	$40,000,000 	$27,682,712 	$27,682,712
1215 	9/7/2001 	The Musketeer 	$40,000,000 	$27,053,816 	$27,053,816
1216 	2/29/2008 	The Other Boleyn Girl 	$40,000,000 	$26,814,957 	$78,269,970
1217 	2/16/2001 	Sweet November 	$40,000,000 	$25,288,103 	$65,754,228
1218 	4/5/2007 	The Reaping 	$40,000,000 	$25,126,214 	$62,226,214
1219 	1/7/2011 	Season of the Witch 	$40,000,000 	$24,827,228 	$91,126,600
1220 	6/3/1994 	Renaissance Man 	$40,000,000 	$24,172,899 	$24,172,899
1221 	5/15/1998 	Quest for Camelot 	$40,000,000 	$22,772,500 	$38,172,500
1222 	9/6/2002 	City by the Sea 	$40,000,000 	$22,433,916 	$22,433,916
1223 	1/15/1999 	At First Sight 	$40,000,000 	$22,365,133 	$22,365,133
1224 	1/16/2004 	Torque 	$40,000,000 	$21,176,322 	$46,176,322
1225 	11/13/2009 	The Fantastic Mr. Fox 	$40,000,000 	$21,002,920 	$47,085,065
1226 	9/22/1995 	Showgirls 	$40,000,000 	$20,350,754 	$37,750,754
1227 	2/16/1996 	City Hall 	$40,000,000 	$20,278,055 	$20,278,055
1228 	2/3/2012 	Big Miracle 	$40,000,000 	$20,157,300 	$25,693,998
1229 	12/21/2012 	The Impossible 	$40,000,000 	$19,019,882 	$169,590,606
1230 	3/9/2012 	A Thousand Words 	$40,000,000 	$18,450,128 	$18,450,128
1231 	10/20/2006 	Marie Antoinette 	$40,000,000 	$15,962,472 	$60,862,472
1232 	10/6/2000 	Get Carter 	$40,000,000 	$14,967,182 	$19,417,182
1233 	4/21/1995 	Kiss of Death 	$40,000,000 	$14,942,422 	$14,942,422
1234 	4/26/2002 	Life, or Something Like It 	$40,000,000 	$14,448,590 	$14,448,590
1235 	5/15/1987 	Ishtar 	$40,000,000 	$14,375,181 	$14,375,181
1236 	2/28/1992 	Memoirs of an Invisible Man 	$40,000,000 	$14,358,033 	$14,358,033
1237 	10/23/2009 	Amelia 	$40,000,000 	$14,279,575 	$19,756,077
1238 	10/23/2009 	Cirque du Freak: The Vampire's Assistant 	$40,000,000 	$14,046,596 	$39,753,958
1239 	5/7/2004 	New York Minute 	$40,000,000 	$14,018,364 	$21,215,882
1240 	3/12/1999 	The Deep End of the Ocean 	$40,000,000 	$13,508,635 	$13,508,635
1241 	11/5/2004 	Alfie 	$40,000,000 	$13,395,940 	$35,195,940
1242 	8/30/2002 	FearDotCom 	$40,000,000 	$13,208,024 	$13,208,024
1243 	11/7/2008 	Soul Men 	$40,000,000 	$12,082,392 	$12,345,884
1244 	8/20/1999 	Universal Soldier II: The Return 	$40,000,000 	$10,447,422 	$10,717,422
1245 	9/25/2009 	Pandorum 	$40,000,000 	$10,330,854 	$17,033,432
1246 	9/26/2003 	Duplex 	$40,000,000 	$9,652,000 	$10,070,651
1247 	8/16/2013 	Paranoia 	$40,000,000 	$7,388,654 	$16,173,593
1248 	8/1/1980 	Raise the Titanic 	$40,000,000 	$7,000,000 	$7,000,000
1249 	1/4/2002 	Impostor 	$40,000,000 	$6,114,237 	$6,114,237
1250 	11/27/2002 	Extreme Ops 	$40,000,000 	$4,835,968 	$12,624,471
1251 	4/6/2001 	Just Visiting 	$40,000,000 	$4,777,007 	$16,172,200
1252 	7/20/2007 	Sunshine 	$40,000,000 	$3,688,560 	$32,030,610
1253 	3/11/1994 	The Hudsucker Proxy 	$40,000,000 	$2,816,518 	$14,938,149
1254 	7/1/1986 	Pirates 	$40,000,000 	$1,641,825 	$6,341,825
1255 	12/12/2008 	Delgo 	$40,000,000 	$915,840 	$915,840
1256 	9/7/2007 	The Hunting Party 	$40,000,000 	$876,671 	$7,729,552
1257 	10/13/2006 	Alex Rider: Operation Stormbreaker 	$40,000,000 	$659,210 	$9,351,567
1258 	11/20/2009 	Red Cliff 	$40,000,000 	$627,047 	$119,627,047
1259 	9/24/2004 	The Last Shot 	$40,000,000 	$463,730 	$463,730
1260 	4/2/2010 	The Warlords 	$40,000,000 	$129,078 	$38,899,792
1261 	3/16/2007 	Nomad 	$40,000,000 	$79,123 	$79,123
1262 	4/16/2013 	Un monstre à Paris 	$40,000,000 	$0 	$27,000,381
1263 	12/31/2001 	Imposter 	$40,000,000 	$0 	$0
1264 	12/31/2015 	The Crow 	$40,000,000 	$0 	$0
1265 	8/14/2009 	The Time Traveler's Wife 	$39,000,000 	$63,414,848 	$102,332,137
1266 	6/17/1983 	Superman III 	$39,000,000 	$59,950,624 	$59,950,624
1267 	2/2/2007 	Because I Said So 	$39,000,000 	$42,674,040 	$69,538,833
1268 	10/5/2012 	Frankenweenie 	$39,000,000 	$35,287,788 	$81,150,788
1269 	3/29/1996 	Sgt. Bilko 	$39,000,000 	$30,356,589 	$37,956,589
1270 	9/30/2005 	Serenity 	$39,000,000 	$25,514,517 	$40,319,440
1271 	2/20/2004 	Against the Ropes 	$39,000,000 	$5,881,504 	$6,429,865
1272 	8/23/2013 	Yi dai zong shi 	$38,600,000 	$6,594,959 	$57,987,299
1273 	6/22/2001 	The Fast and the Furious 	$38,000,000 	$144,512,310 	$206,512,310
1274 	9/27/2002 	Sweet Home Alabama 	$38,000,000 	$127,214,072 	$182,365,114
1275 	7/24/2009 	The Ugly Truth 	$38,000,000 	$88,915,216 	$205,230,044
1276 	8/7/2002 	Spy Kids 2: The Island of Lost Dreams 	$38,000,000 	$85,846,296 	$119,721,296
1277 	11/18/1994 	Star Trek: Generations 	$38,000,000 	$75,671,262 	$120,000,000
1278 	12/19/1997 	Mouse Hunt 	$38,000,000 	$61,894,591 	$61,894,591
1279 	4/22/2011 	Water for Elephants 	$38,000,000 	$58,709,717 	$116,809,717
1280 	10/8/2010 	Life as We Know It 	$38,000,000 	$53,374,681 	$105,887,837
1281 	12/29/1999 	The Hurricane 	$38,000,000 	$50,699,241 	$73,956,241
1282 	9/6/2013 	Riddick 	$38,000,000 	$42,025,136 	$94,763,759
1283 	3/23/2001 	Heartbreakers 	$38,000,000 	$40,334,024 	$57,753,825
1284 	5/24/2002 	Enough 	$38,000,000 	$39,177,216 	$50,970,661
1285 	2/6/2009 	Push 	$38,000,000 	$31,811,528 	$44,411,528
1286 	9/20/2013 	Rush 	$38,000,000 	$26,947,624 	$98,230,839
1287 	5/18/2001 	Angel Eyes 	$38,000,000 	$24,044,532 	$29,544,532
1288 	12/21/2001 	Joe Somebody 	$38,000,000 	$22,770,864 	$24,515,990
1289 	3/10/2000 	The Ninth Gate 	$38,000,000 	$18,653,746 	$58,394,308
1290 	9/27/1996 	Extreme Measures 	$38,000,000 	$17,378,193 	$17,378,193
1291 	9/7/2001 	Rock Star 	$38,000,000 	$16,991,902 	$19,317,765
1292 	10/14/2011 	The Thing 	$38,000,000 	$16,928,670 	$27,501,814
1293 	2/2/1996 	White Squall 	$38,000,000 	$10,229,300 	$10,229,300
1294 	10/10/2008 	City of Ember 	$38,000,000 	$7,871,693 	$17,830,244
1295 	10/31/1997 	Switchback 	$38,000,000 	$6,504,442 	$6,504,442
1296 	11/30/2001 	Texas Rangers 	$38,000,000 	$623,374 	$623,374
1297 	8/26/2008 	Virgin Territory 	$38,000,000 	$0 	$5,473,041
1298 	4/17/2015 	Paul Blart: Mall Cop 2 	$38,000,000 	$0 	$0
1299 	5/18/2012 	What to Expect When You're Expecting 	$37,500,000 	$41,152,204 	$80,652,204
1300 	9/14/2012 	The Master 	$37,500,000 	$16,247,160 	$25,116,741
1301 	10/4/2008 	The Express 	$37,500,000 	$9,793,406 	$9,813,309
1302 	11/21/2008 	Twilight 	$37,000,000 	$192,769,856 	$402,976,680
1303 	8/7/2013 	We're the Millers 	$37,000,000 	$150,394,119 	$267,816,276
1304 	9/17/2010 	The Town 	$37,000,000 	$92,186,264 	$152,566,883
1305 	9/23/2011 	Dolphin Tale 	$37,000,000 	$72,286,779 	$96,068,724
1306 	9/12/2008 	Burn After Reading 	$37,000,000 	$60,355,348 	$163,415,736
1307 	4/4/2008 	Nim's Island 	$37,000,000 	$48,006,762 	$94,081,683
1308 	2/26/2010 	Cop Out 	$37,000,000 	$44,875,481 	$55,909,910
1309 	1/28/2011 	The Rite 	$37,000,000 	$33,047,633 	$97,143,987
1310 	7/18/2008 	Space Chimps 	$37,000,000 	$30,105,968 	$67,029,956
1311 	12/17/1999 	Magnolia 	$37,000,000 	$22,450,976 	$48,446,803
1312 	12/31/2009 	Obitaemyy ostrov 	$36,500,000 	$0 	$15,000,000
1313 	2/11/2011 	Gnomeo and Juliet 	$36,000,000 	$99,967,672 	$193,737,979
1314 	2/15/2002 	John Q 	$36,000,000 	$71,026,632 	$102,226,632
1315 	9/17/1999 	Blue Streak 	$36,000,000 	$68,208,192 	$117,448,159
1316 	10/7/1983 	Never Say Never Again 	$36,000,000 	$55,500,000 	$160,000,000
1317 	3/26/2010 	Hot Tub Time Machine 	$36,000,000 	$50,269,860 	$65,967,751
1318 	5/2/1997 	Breakdown 	$36,000,000 	$50,159,144 	$50,159,144
1319 	9/12/2014 	Dolphin Tale 2 	$36,000,000 	$42,024,533 	$45,124,533
1320 	4/4/2003 	A Man Apart 	$36,000,000 	$26,500,000 	$43,797,731
1321 	2/25/2000 	Reindeer Games 	$36,000,000 	$23,360,780 	$23,360,780
1322 	12/24/1999 	Snow Falling on Cedars 	$36,000,000 	$14,378,354 	$14,378,354
1323 	12/20/1996 	Ghosts of Mississippi 	$36,000,000 	$13,052,742 	$13,052,742
1324 	10/24/1997 	Gattaca 	$36,000,000 	$12,532,777 	$12,532,777
1325 	1/28/2000 	Isn't She Great 	$36,000,000 	$2,954,405 	$2,954,405
1326 	5/6/2011 	There Be Dragons 	$36,000,000 	$1,069,334 	$4,020,990
1327 	3/28/2003 	Head of State 	$35,200,000 	$37,788,228 	$38,283,765
1328 	6/5/2009 	The Hangover 	$35,000,000 	$277,322,503 	$465,764,086
1329 	11/20/2009 	The Blind Side 	$35,000,000 	$255,959,475 	$305,705,794
1330 	6/23/1989 	Batman 	$35,000,000 	$251,188,924 	$411,348,924
1331 	6/10/1999 	Austin Powers: The Spy Who Shagged Me 	$35,000,000 	$206,040,085 	$310,332,636
1332 	12/22/2010 	True Grit 	$35,000,000 	$171,243,005 	$252,276,928
1333 	5/15/1992 	Lethal Weapon 3 	$35,000,000 	$144,731,527 	$319,700,000
1334 	9/18/1998 	Rush Hour 	$35,000,000 	$141,186,864 	$245,300,000
1335 	2/8/2013 	Identity Thief 	$35,000,000 	$134,506,920 	$175,361,578
1336 	6/30/2006 	The Devil Wears Prada 	$35,000,000 	$124,740,464 	$326,073,159
1337 	7/8/2011 	Horrible Bosses 	$35,000,000 	$117,538,560 	$212,417,602
1338 	3/30/2001 	Spy Kids 	$35,000,000 	$112,692,064 	$197,692,064
1339 	12/13/2013 	Saving Mr. Banks 	$35,000,000 	$83,299,761 	$114,962,525
1340 	12/7/1979 	Star Trek: The Motion Picture 	$35,000,000 	$82,258,456 	$139,000,000
1341 	3/21/2008 	21 	$35,000,000 	$81,159,368 	$157,852,535
1342 	5/3/2008 	What Happens in Vegas... 	$35,000,000 	$80,277,648 	$218,535,710
1343 	11/15/1991 	Cape Fear 	$35,000,000 	$79,091,969 	$182,291,969
1344 	11/15/1996 	The English Patient 	$35,000,000 	$78,716,374 	$231,716,374
1345 	3/25/2005 	Guess Who 	$35,000,000 	$68,915,888 	$102,115,888
1346 	12/21/2012 	This is 40 	$35,000,000 	$67,544,505 	$90,221,182
1347 	9/19/1997 	L.A. Confidential 	$35,000,000 	$64,604,977 	$110,604,977
1348 	7/29/2005 	Sky High 	$35,000,000 	$63,939,456 	$83,109,361
1349 	9/19/1997 	In & Out 	$35,000,000 	$63,826,569 	$83,226,569
1350 	4/30/2010 	A Nightmare on Elm Street 	$35,000,000 	$63,075,012 	$117,729,622
1351 	8/18/2000 	The Cell 	$35,000,000 	$61,280,964 	$85,911,227
1352 	7/7/1995 	Species 	$35,000,000 	$60,054,449 	$113,354,449
1353 	4/7/2006 	The Benchwarmers 	$35,000,000 	$59,843,754 	$65,063,726
1354 	10/8/2010 	Secretariat 	$35,000,000 	$59,699,513 	$60,376,247
1355 	3/13/1998 	The Man in the Iron Mask 	$35,000,000 	$56,968,169 	$56,968,169
1356 	7/22/2011 	Friends with Benefits 	$35,000,000 	$55,802,754 	$146,595,891
1357 	3/23/2007 	TMNT 	$35,000,000 	$54,149,098 	$96,096,018
1358 	10/24/2003 	Radio 	$35,000,000 	$52,333,738 	$53,293,628
1359 	11/25/2009 	Old Dogs 	$35,000,000 	$49,492,060 	$95,104,304
1360 	11/18/1992 	Malcolm X 	$35,000,000 	$48,169,910 	$48,169,910
1361 	1/23/2009 	Underworld 3: Rise of the Lycans 	$35,000,000 	$45,802,316 	$89,102,316
1362 	7/29/2005 	Must Love Dogs 	$35,000,000 	$43,894,864 	$58,894,864
1363 	7/3/2007 	License to Wed 	$35,000,000 	$43,799,818 	$70,187,088
1364 	2/28/1997 	Donnie Brasco 	$35,000,000 	$41,954,997 	$65,303,052
1365 	10/17/2008 	Max Payne 	$35,000,000 	$40,687,296 	$85,761,791
1366 	3/15/2002 	Resident Evil 	$35,000,000 	$40,119,709 	$103,787,401
1367 	3/26/2004 	The Ladykillers 	$35,000,000 	$39,692,140 	$77,392,140
1368 	5/6/2011 	Something Borrowed 	$35,000,000 	$39,046,489 	$65,084,116
1369 	12/1/2006 	The Nativity Story 	$35,000,000 	$37,629,832 	$46,309,645
1370 	10/28/2011 	In Time 	$35,000,000 	$37,553,932 	$165,103,952
1371 	4/23/2010 	The Back-up Plan 	$35,000,000 	$37,490,008 	$75,281,180
1372 	11/9/2011 	J. Edgar 	$35,000,000 	$37,306,032 	$79,006,032
1373 	11/17/2000 	Bounce 	$35,000,000 	$36,805,288 	$53,425,292
1374 	12/3/2004 	Closer 	$35,000,000 	$33,987,757 	$115,476,509
1375 	12/23/1994 	Street Fighter 	$35,000,000 	$33,423,000 	$99,423,000
1376 	11/21/2001 	Black Knight 	$35,000,000 	$33,422,806 	$33,422,806
1377 	7/22/2005 	The Bad News Bears 	$35,000,000 	$32,868,349 	$33,500,620
1378 	12/27/2002 	The Pianist 	$35,000,000 	$32,519,322 	$111,854,182
1379 	5/6/2005 	House of Wax 	$35,000,000 	$32,064,800 	$70,064,800
1380 	10/19/2001 	From Hell 	$35,000,000 	$31,598,308 	$68,712,365
1381 	8/15/2008 	Mirrors 	$35,000,000 	$30,691,440 	$77,220,597
1382 	2/22/2002 	Queen of the Damned 	$35,000,000 	$30,307,804 	$30,307,804
1383 	8/20/2010 	Nanny McPhee and the Big Bang 	$35,000,000 	$29,197,642 	$97,799,865
1384 	1/25/2008 	Untraceable 	$35,000,000 	$28,687,836 	$52,649,952
1385 	11/21/1990 	Predator 2 	$35,000,000 	$28,317,513 	$54,768,418
1386 	9/23/2011 	Abduction 	$35,000,000 	$28,087,156 	$86,648,360
1387 	12/5/1980 	Flash Gordon 	$35,000,000 	$27,107,960 	$27,107,960
1388 	3/28/2008 	Superhero Movie 	$35,000,000 	$26,638,520 	$73,026,302
1389 	2/12/1999 	Blast from the Past 	$35,000,000 	$26,613,620 	$26,613,620
1390 	10/19/2012 	Alex Cross 	$35,000,000 	$25,888,412 	$32,785,147
1391 	3/26/2004 	Jersey Girl 	$35,000,000 	$25,266,129 	$37,066,129
1392 	11/21/1997 	Midnight in the Garden of Good and Evil 	$35,000,000 	$25,078,937 	$25,078,937
1393 	11/9/2001 	Heist 	$35,000,000 	$23,483,357 	$28,906,817
1394 	12/25/1992 	Hoffa 	$35,000,000 	$23,365,858 	$28,391,473
1395 	4/9/2004 	Ella Enchanted 	$35,000,000 	$22,913,677 	$22,913,677
1396 	7/25/2008 	The X-Files: I Want to Believe 	$35,000,000 	$20,982,478 	$68,170,792
1397 	8/24/2012 	Premium Rush 	$35,000,000 	$20,275,446 	$31,393,201
1398 	1/18/2013 	Broken City 	$35,000,000 	$19,701,164 	$30,746,765
1399 	8/19/2005 	Valiant 	$35,000,000 	$19,478,106 	$64,188,387
1400 	2/23/2000 	Wonder Boys 	$35,000,000 	$19,389,454 	$33,422,485
1401 	2/25/2005 	Cursed 	$35,000,000 	$19,294,901 	$25,114,901
1402 	12/21/2007 	Walk Hard: The Dewey Cox Story 	$35,000,000 	$18,317,152 	$20,606,054
1403 	9/20/2002 	The Four Feathers 	$35,000,000 	$18,306,166 	$29,882,645
1404 	4/30/2010 	Furry Vengeance 	$35,000,000 	$17,630,465 	$39,340,177
1405 	1/25/2013 	Parker 	$35,000,000 	$17,616,641 	$48,543,388
1406 	9/17/2004 	Wimbledon 	$35,000,000 	$16,862,585 	$41,666,476
1407 	9/15/2000 	Bait 	$35,000,000 	$15,325,128 	$15,471,970
1408 	12/8/2000 	Dungeons and Dragons 	$35,000,000 	$15,185,242 	$33,771,966
1409 	11/9/2007 	Lions for Lambs 	$35,000,000 	$14,998,070 	$63,211,088
1410 	1/18/1991 	Flight of the Intruder 	$35,000,000 	$14,471,440 	$14,471,440
1411 	5/27/2011 	The Tree of Life 	$35,000,000 	$13,305,666 	$61,721,827
1412 	8/17/2001 	American Outlaws 	$35,000,000 	$13,264,986 	$13,264,986
1413 	8/11/2006 	Zoom 	$35,000,000 	$11,989,328 	$12,506,188
1414 	12/25/2001 	The Shipping News 	$35,000,000 	$11,405,826 	$24,405,826
1415 	12/18/2009 	The Young Victoria 	$35,000,000 	$11,001,272 	$31,878,891
1416 	3/28/2014 	Sabotage 	$35,000,000 	$10,508,518 	$18,376,443
1417 	9/4/1998 	Knock Off 	$35,000,000 	$10,319,915 	$10,319,915
1418 	9/11/2009 	Whiteout 	$35,000,000 	$10,275,638 	$12,254,746
1419 	11/22/2006 	The Fountain 	$35,000,000 	$10,144,010 	$15,461,638
1420 	11/29/2013 	Mandela: Long Walk to Freedom 	$35,000,000 	$8,324,748 	$27,481,678
1421 	12/5/2008 	Punisher: War Zone 	$35,000,000 	$8,050,977 	$10,157,534
1422 	9/5/2003 	The Order 	$35,000,000 	$7,659,747 	$11,559,747
1423 	11/10/2006 	A Good Year 	$35,000,000 	$7,459,300 	$42,064,105
1424 	11/6/2002 	Femme Fatale 	$35,000,000 	$6,630,252 	$16,830,252
1425 	5/2/1997 	Warriors of Virtue 	$35,000,000 	$6,448,817 	$6,448,817
1426 	9/26/2003 	Luther 	$35,000,000 	$5,781,086 	$32,738,814
1427 	1/21/2010 	Biutiful 	$35,000,000 	$5,101,237 	$24,687,524
1428 	2/21/1992 	Radio Flyer 	$35,000,000 	$4,651,977 	$4,651,977
1429 	4/16/1993 	Bound by Honor 	$35,000,000 	$4,496,583 	$4,496,583
1430 	2/28/1997 	Smilla's Sense of Snow 	$35,000,000 	$2,221,994 	$2,221,994
1431 	10/3/1986 	Playing for Keeps 	$35,000,000 	$2,000,000 	$2,000,000
1432 	1/1/1980 	Lion of the Desert 	$35,000,000 	$1,500,000 	$1,500,000
1433 	4/19/1996 	Le hussard sur le toit 	$35,000,000 	$1,320,043 	$1,320,043
1434 	11/24/1999 	Ride With the Devil 	$35,000,000 	$630,779 	$630,779
1435 	9/22/2006 	Bandidas 	$35,000,000 	$0 	$19,282,590
1436 	3/13/2015 	The Lovers 	$35,000,000 	$0 	$0
1437 	12/31/2008 	Black Water Transit 	$35,000,000 	$0 	$0
1438 	9/18/2015 	Black Mass 	$35,000,000 	$0 	$0
1439 	12/25/2011 	The Darkest Hour 	$34,800,000 	$21,443,494 	$62,831,715
1440 	9/19/2014 	The Maze Runner 	$34,000,000 	$103,971,416 	$339,571,416
1441 	9/17/1993 	The Age of Innocence 	$34,000,000 	$32,014,993 	$32,014,993
1442 	8/14/2009 	Gake no ue no Ponyo 	$34,000,000 	$15,090,400 	$205,312,667
1443 	9/1/1999 	Chill Factor 	$34,000,000 	$11,263,966 	$11,263,966
1444 	8/27/1999 	The Astronaut's Wife 	$34,000,000 	$10,672,566 	$10,672,566
1445 	5/5/2000 	I Dreamed of Africa 	$34,000,000 	$6,543,194 	$6,543,194
1446 	9/5/2014 	Thunder and the House of Magic 	$34,000,000 	$4,091 	$4,091
1447 	12/4/1981 	Reds 	$33,500,000 	$50,000,000 	$50,000,000
1448 	12/11/1992 	A Few Good Men 	$33,000,000 	$141,340,178 	$236,500,000
1449 	6/2/2000 	Big Momma's House 	$33,000,000 	$117,559,440 	$173,559,440
1450 	3/16/2001 	Exit Wounds 	$33,000,000 	$51,758,600 	$79,958,600
1451 	7/27/2012 	Step Up Revolution 	$33,000,000 	$35,074,677 	$165,552,290
1452 	8/18/2006 	Snakes on a Plane 	$33,000,000 	$34,020,816 	$62,020,816
1453 	4/16/2004 	The Punisher 	$33,000,000 	$33,664,370 	$54,533,774
1454 	9/8/2000 	The Watcher 	$33,000,000 	$28,946,616 	$47,267,830
1455 	4/27/2012 	Safe 	$33,000,000 	$17,142,080 	$41,495,213
1456 	3/14/2008 	Doomsday 	$33,000,000 	$11,008,770 	$21,621,188
1457 	4/23/1999 	Pushing Tin 	$33,000,000 	$8,408,836 	$8,408,836
1458 	5/12/2006 	Goal! The Dream Begins 	$33,000,000 	$4,283,255 	$27,610,873
1459 	11/13/2015 	Rings 	$33,000,000 	$0 	$0
1460 	5/25/1983 	Star Wars Ep. VI: Return of the Jedi 	$32,500,000 	$309,205,079 	$572,700,000
1461 	5/13/2011 	Bridesmaids 	$32,500,000 	$169,106,725 	$289,527,030
1462 	12/10/2008 	The Reader 	$32,500,000 	$34,194,408 	$113,019,291
1463 	4/26/2013 	The Big Wedding 	$32,500,000 	$21,819,348 	$35,770,721
1464 	2/24/2012 	Wanderlust 	$32,500,000 	$17,288,156 	$24,159,935
1465 	11/7/2003 	Elf 	$32,000,000 	$173,398,518 	$220,236,410
1466 	7/5/1996 	Phenomenon 	$32,000,000 	$104,636,382 	$152,036,382
1467 	6/12/2013 	This is the End 	$32,000,000 	$101,470,202 	$126,539,117
1468 	1/18/2002 	Snow Dogs 	$32,000,000 	$81,150,692 	$116,898,028
1469 	6/16/2006 	Nacho Libre 	$32,000,000 	$80,197,993 	$99,296,462
1470 	11/23/1988 	Scrooged 	$32,000,000 	$60,328,558 	$60,328,558
1471 	8/27/2010 	Takers 	$32,000,000 	$57,744,720 	$70,587,268
1472 	4/1/2011 	Source Code 	$32,000,000 	$54,712,228 	$140,428,500
1473 	9/10/1999 	Stigmata 	$32,000,000 	$50,041,732 	$89,441,732
1474 	11/10/2000 	Men of Honor 	$32,000,000 	$48,814,909 	$82,339,483
1475 	9/2/2005 	The Transporter 2 	$32,000,000 	$43,095,856 	$88,978,458
1476 	2/18/2011 	Big Mommas: Like Father, Like Son 	$32,000,000 	$37,915,416 	$82,332,452
1477 	1/15/1993 	Alive 	$32,000,000 	$36,299,670 	$36,299,670
1478 	2/23/2007 	The Number 23 	$32,000,000 	$35,193,168 	$77,593,168
1479 	12/14/1979 	1941 	$32,000,000 	$34,175,000 	$94,875,000
1480 	10/21/2005 	Dreamer: Inspired by a True Story 	$32,000,000 	$33,022,286 	$39,498,360
1481 	9/23/2005 	A History of Violence 	$32,000,000 	$31,493,782 	$61,477,797
1482 	3/15/2013 	The Incredible Burt Wonderstone 	$32,000,000 	$22,537,881 	$24,255,957
1483 	2/10/1995 	The Quick and the Dead 	$32,000,000 	$18,552,460 	$18,552,460
1484 	4/30/2004 	Laws of Attraction 	$32,000,000 	$17,848,322 	$29,948,322
1485 	9/3/2010 	Going the Distance 	$32,000,000 	$17,804,300 	$39,990,166
1486 	10/22/1999 	Bringing Out The Dead 	$32,000,000 	$16,640,210 	$16,640,210
1487 	3/19/2010 	Repo Men 	$32,000,000 	$13,942,007 	$18,195,238
1488 	9/14/2007 	D-War 	$32,000,000 	$10,977,722 	$79,915,362
1489 	9/6/1996 	Bogus 	$32,000,000 	$4,357,406 	$4,357,406
1490 	3/26/1997 	Cats Don't Dance 	$32,000,000 	$3,588,602 	$3,588,602
1491 	12/8/1999 	Cradle Will Rock 	$32,000,000 	$2,899,970 	$2,899,970
1492 	12/15/2006 	The Good German 	$32,000,000 	$1,308,696 	$1,308,696
1493 	12/31/2004 	George and the Dragon 	$32,000,000 	$0 	$0
1494 	8/15/1979 	Apocalypse Now 	$31,500,000 	$78,800,000 	$81,250,488
1495 	11/2/2012 	Flight 	$31,000,000 	$93,772,376 	$159,584,159
1496 	12/18/1985 	Out of Africa 	$31,000,000 	$79,096,868 	$258,210,860
1497 	6/29/1979 	Moonraker 	$31,000,000 	$70,300,000 	$210,300,000
1498 	3/7/2014 	The Grand Budapest Hotel 	$31,000,000 	$59,076,020 	$164,350,410
1499 	7/18/1990 	Arachnophobia 	$31,000,000 	$53,208,180 	$53,208,180
1500 	4/28/2000 	Frequency 	$31,000,000 	$44,983,704 	$68,079,671
1501 	9/28/2001 	Hearts in Atlantis 	$31,000,000 	$24,185,781 	$30,885,781
1502 	1/22/2010 	Extraordinary Measures 	$31,000,000 	$12,482,742 	$15,826,985
1503 	10/20/1995 	Get Shorty 	$30,250,000 	$72,021,008 	$115,021,008
1504 	6/8/1984 	Ghostbusters 	$30,000,000 	$242,212,467 	$295,212,467
1505 	11/22/1995 	Toy Story 	$30,000,000 	$191,780,865 	$364,530,148
1506 	12/27/2002 	Chicago 	$30,000,000 	$170,687,520 	$307,687,520
1507 	6/25/1999 	Big Daddy 	$30,000,000 	$163,479,795 	$228,641,283
